JC Organization ID,Medicare CCN
6942,100105
6925,100103
6832,100102
375361,100099
6888,100093
6904,100092
6906,100090
6816,100088
6920,100087
6900,100086
4768,100084
6836,100080
6902,100077
6856,100076
6931,100075
6794,100073
6785,100072
6766,100071
2175,100070
6879,100068
6915,100067
6867,100062
6788,100057
6937,100055
6869,100054
6807,100053
4682,100052
6772,100051
6810,100050
6921,100049
6899,100047
6780,100046
142459,100045
6926,100044
6787,100043
6823,100040
6791,100039
6811,100038
6764,100035
6860,100034
6912,100032
6948,100030
6855,100029
6938,100028
6886,100026
6891,100025
6843,100024
6814,100023
6850,100022
6847,100019
6866,100018
6782,100017
6865,100014
333943,100010
6849,100009
6852,100008
6876,100006
6762,100002
6819,100001
3322,94004
6304,93300
6308,90011
472805,90008
6313,90006
6314,90005
6309,90004
6307,90003
6310,90001
1428,84003
1510,84001
6236,83300
6233,80007
6235,80006
286234,80004
6239,80003
6237,80001
2962,74008
1509,74003
5680,73300
5667,70036
5675,70035
5685,70034
5663,70033
5662,70029
5661,70028
5670,70027
2649,70025
5687,70024
5677,70022
5703,70021
5673,70020
5674,70019
5666,70018
5671,70017
5701,70016
5684,70015
5689,70012
5697,70011
5659,70010
5694,70008
5681,70007
5696,70006
5702,70005
5691,70004
5688,70003
5669,70002
2963,64009
3167,64007
1506,64003
9375,63301
450521,60119
464572,60118
413266,60116
1519,60115
394544,60114
392540,60113
380886,60112
464573,60104
4996,60103
117144,60100
9416,60096
9413,60076
9393,60075
9373,60071
9385,60065
9381,60064
5089,60054
2360,60049
9391,60044
4666,60036
9389,60034
9378,60032
1769,60031
9402,60030
9382,60028
9361,60027
9384,60024
9395,60023
9368,60022
9407,60020
2877,60016
4265,60015
3590,60014
9387,60013
9406,60012
9376,60011
9390,60010
9418,60009
9405,60006
9363,60004
9400,60003
9396,60001
2948,54144
1434,54133
5094,54131
5101,54130
1645,54123
2932,54122
1988,54114
4962,54110
3202,54095
1563,54087
10014,54078
310111,54075
1546,54074
2927,54055
2953,54053
2944,54032
2936,54009
10151,53305
9999,53304
2789,53303
9922,53302
9987,53301
9835,53300
476727,50764
470962,50761
457191,50760
4927,50758
4969,50748
10118,50746
10002,50745
345684,50740
9872,50739
10194,50735
434040,50732
362519,50727
250744,50724
125213,50723
124939,50714
77045,50710
10077,50704
46573,50701
5033,50696
471088,50694
4999,50690
4953,50689
4873,50688
5150,50686
4958,50684
5282,50678
10198,50677
1375,50674
5283,50674
4711,50641
2866,50636
4860,50633
9792,50625
10137,50624
4664,50616
10146,50615
9728,50609
10104,50604
9879,50603
10055,50599
9848,50597
9736,50594
9971,50591
2916,50590
10022,50589
10075,50588
10066,50583
9885,50581
9890,50580
10008,50573
9830,50570
9962,50567
9873,50561
2332,50557
9912,50551
10158,50549
9803,50543
9808,50537
10120,50535
9871,50534
9757,50531
9949,50528
9867,50526
9734,50523
5052,50516
9889,50515
9860,50512
10115,50510
10110,50506
4758,50503
9938,50502
9745,50498
9796,50496
2121,50492
9780,50488
9908,50485
9774,50481
9884,50476
9927,50471
9841,50468
4877,50464
10091,50457
9750,50455
10095,50454
9961,50444
10010,50441
10013,50438
9822,50435
9793,50434
9972,50432
10052,50425
9882,50424
2841,50419
9805,50417
9823,50414
9857,50411
10080,50407
2505,50396
9864,50390
10101,50380
4654,50378
10162,50376
9931,50373
10188,50369
9825,50367
10059,50366
10116,50360
10165,50359
10122,50357
4676,50353
10156,50352
10161,50351
10000,50348
9897,50336
4671,50335
10058,50334
9799,50329
9898,50327
9880,50324
33788,50320
9748,50315
10163,50313
10048,50309
9911,50308
2073,50305
10166,50301
9753,50298
2388,50296
2786,50295
9739,50292
10135,50291
10128,50290
10087,50289
9894,50283
9727,50281
10033,50280
2915,50279
10076,50278
10036,50272
9944,50262
396359,50261
5084,50257
10023,50254
4734,50251
4549,50248
10009,50243
5144,50242
9846,50239
9932,50238
2088,50236
4546,50235
2563,50234
10108,50232
10026,50231
9843,50230
10092,50228
9732,50226
10011,50225
2810,50222
10200,50217
9725,50211
9892,50204
10039,50197
9856,50196
9981,50195
10184,50194
4619,50191
9877,50189
10182,50180
2719,50179
10134,50174
10191,50169
9838,50168
9831,50167
10178,50159
470979,50158
10102,50153
10088,50152
9851,50150
9920,50149
9778,50145
9826,50140
9755,50139
9929,50138
10172,50137
10018,50136
5149,50133
10096,50132
9986,50131
10060,50129
9995,50128
10197,50127
10100,50125
10152,50122
9854,50121
9955,50118
9983,50116
4648,50115
1596,50113
10129,50112
9943,50111
4651,50110
2902,50108
4674,50107
9953,50104
9947,50103
9740,50102
10171,50101
3910,50100
10169,50099
9833,50093
10143,50090
10061,50089
10005,50082
10111,50079
2720,50078
10070,50077
10084,50076
85010,50075
10170,50073
10183,50072
10123,50071
10001,50069
4729,50067
4930,50063
9832,50060
9847,50058
10180,50057
9891,50056
10090,50055
9752,50054
5152,50047
9816,50045
10032,50042
10054,50040
9785,50039
4779,50038
9747,50036
9853,50026
10071,50025
9975,50024
10046,50022
9925,50018
9741,50016
4547,50014
10099,50013
9974,50009
9770,50007
9862,50002
1852,44013
1536,44011
8657,43300
407738,40147
140310,40134
8653,40118
8656,40114
242522,40109
8616,40106
8634,40088
8644,40085
8671,40080
8647,40078
8674,40070
8621,40069
8615,40066
8641,40062
8642,40055
8625,40050
8687,40042
8678,40041
8675,40039
8673,40036
8627,40029
8648,40026
8682,40022
8652,40020
8640,40019
8685,40018
8662,40016
8677,40010
8638,40004
1572,34021
2921,34013
1481,34000
430380,30119
441098,30117
400844,30115
409996,30114
427425,30112
398269,30111
385313,30110
304243,30105
261796,30103
5042,30101
9496,30094
4874,30093
9467,30089
9478,30088
5231,30085
9497,30083
9508,30073
9473,30069
9476,30065
9514,30064
9505,30061
9506,30043
4696,30040
9459,30036
9483,30033
9484,30030
9509,30011
9510,30010
9489,30002
9491,30001
1526,24002
10217,20027
10206,20026
10222,20024
10207,20017
10212,20012
10214,20008
4250,20004
10208,20001
196197,14013
95728,14012
2919,14000
7937,13300
431744,10168
4156,10164
8009,10158
8015,10157
7976,10150
5161,10149
95458,10146
7995,10144
7938,10139
7982,10131
8018,10126
8024,10125
7996,10120
7989,10119
8012,10118
7933,10114
7992,10113
8007,10108
7935,10104
7934,10103
8016,10101
7967,10100
7947,10099
7993,10090
7985,10089
7990,10087
8022,10086
7955,10085
7968,10083
7930,10079
7927,10078
7925,10065
3887,10061
8027,10059
7943,10056
7959,10055
7956,10054
293756,10050
7962,10049
7973,10046
3781,10045
4252,10044
7971,10040
7978,10039
7928,10038
7926,10036
7953,10035
2814,10033
8003,10029
3814,10025
7997,10024
7950,10022
8014,10019
7924,10016
7970,10012
7939,10011
3989,10006
7960,10001
